Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Metascore,imdbRating,imdbVotes,imdbID,Type,BoxOffice,Production
Salaar,2023,Not Rated,22 Dec 2023,175 min,"Action, Crime, Drama",Prashanth Neel,"Sandeep Reddy Bandla, Manish Bhavan, Choudary Hanuman","Prabhas, Karthikeya Dev, Prithviraj Sukumaran","The fate of a violently contested kingdom hangs on the fraught bond between two friends-turned-foes in this saga of power, bloodshed and betrayal.",Telugu,India,2 wins & 10 nominations total,N/A,6.6,"75,183",tt13927994,movie,"$8,929,282",N/A
